"","AR_ID","NID_ID","Dam_Name","Description","Year_Removed","Latitude","Longitude","City_County","River","HUC8","State","Dam_Height_ft","Dam_Length_ft","Year_Built","Owner","Original.Use","Type_Material","Miles_Restored_US","Miles_Restored_DS","River_Miles_Reported","Last_Updated","X","X.1"
"1314","UT-004","","Mill Creek Dam","Removal of abandoned dam on National Forest Lands","2016",40.699153,-111.720252,"Salt Lake","Jordan River","Jordan","UT","14","48","~1915","","Hydropower","Cement/Earthen","","","4","11/10/2017","",""
"1315","VA-001","","Fredricksburg & Spotsylvania Dam #2 (Clark Farm Pond #3)","","",38.29265,-77.7535,"Spotsylvania Courthouse","Tributary of Wilderness Run","Rapidan-Upper Rappahannock","VA","5","","","","","","","","","11/10/2017","",""
"1316","VA-002","","Fredricksburgh & Spotsylvania Dam #3","","",38.28628,-77.7395,"Spotsylvania Courthouse","Tributary of Wilderness Run","Mattaponi","VA","5","","","","","","","","","11/10/2017","",""
"1317","VA-003","","Fredricksburg & Spotsylvania Dam #5 (Fariview Farm Pond)","","",38.30061,-77.6373,"Spotsylvania Courthouse","Tributary of Ni River","Mattaponi","VA","5","","","","","","","","","11/10/2017","",""
"1318","VA-004","","Fredricksburg & Spotsylvania Dam #6 (Ashley Farm Pond)","","",38.30476,-77.621,"Fredericksburg","Tributary of Nine Mile Run","Lower Rappahannock","VA","4","","","","","","","","","11/10/2017","",""
"1319","VA-005","","Picnic Area Dam","","1984",38.80521,-77.5722,"Manassas National Battlefield Park","Youngs Branch","Middle Potomac-Anacostia-Occoquan","VA","5","","","","","","","","","11/10/2017","",""
"1320","VA-006","","Adney Gap Pond Dam","","1984",NA,NA,"","","","VA","12","","","","","","","","","11/10/2017","",""
"1321","VA-007","VA14920","Sykes Dam","","1992",37.226644,-77.355019,"Fort Lee","Harrison Creek","Appomattox","VA","22","","","","","","","","","11/10/2017","",""
"1322","VA-008","","Chancellorsville Brygadier A Dam","","2000",38.313507,-77.680014,"Spotsylvania Courthouse","Tributary of Hunting Run","Rapidan-Upper Rappahannock","VA","6","","","","","","","","","11/10/2017","",""
"1323","VA-009","","Chancellorsville Brygadier B Dam","","2000",38.316417,-77.679856,"Spotsylvania Courthouse","Tributary of Hunting Run","Rapidan-Upper Rappahannock","VA","6","","","","","","","","","11/10/2017","",""
"1324","VA-010","","Fredricksburgh Milstead A Dam","","2000",38.245767,-77.437594,"Fredericksburg","Tributary of Rapphannock River","Lower Rappahannock","VA","5","","","","","","","","","11/10/2017","",""
"1325","VA-011","","Fredricksburgh Milstead B Dam","","2000",38.245768,-77.436599,"Fredericksburg","Tributary of Rapphannock River","Lower Rappahannock","VA","15","","","","","","","","","11/10/2017","",""
"1326","VA-012","","Knightly Dam","The VA Department of Game and Inland Fisheries  partnered with the adjacent landowners to remove this dilapidated dam. The river was flowing around the dam causing severe erosion.","2004",38.23078,-78.9276,"Mt Sidney","Middle River","South Fork Shenandoah","VA","","","","","","","","","","11/10/2017","",""
"1327","VA-013","VA17905","Embrey Dam","In February 2004 the U.S. Army Corps of Engineers, under the watchful eye of Senator John Warner, detonated 600 tons of explosives to breach Embrey Dam on the Rappahannock River in northern Virginia.  The initial breaching of this aging structure, which had outlived any initial usefulness, was part of a longer- term removal process that cleared the entire dam out of the river by 2005.  With the removal, more than 170 miles of habitat are now open to several species of migratory fish, including American shad and river herring, as well as paddlers and other river lovers.  ","2004",38.32352,-77.4921,"Fredericksburg","Rappahannock River","Lower Rappahannock","VA","22","100 (partial removal)","1855 (remodel 1910)","City of Fredericksburg ","Originally hydropower owned by VEPCO","Concrete","","","170","11/10/2017","",""
"1328","VA-014","","McGaheysville Dam","This dam was damaged in 1958 and was out of use ever since.  The dam footer remained, stretching 350 feet in length and creating a blockage to fish and canoeists.  The crumbing structure represented a safety hazard; accidents were not uncommon on its old abutment walls.  ","2004",38.33714,-78.7288,"Harrisonburg","South Fork of the Shenandoah River","South Fork Shenandoah","VA","","350","1920s","City of Harrisonburg","Hydropower","","","","","11/10/2017","",""
"1329","VA-015","","Rockland Dam","The Rockland Dam was removed by a partnership of the Chesapeake Bay Foundation and the Virginia Department of Game and Inland Fisheries.","2005",38.30609,-78.895,"Weyers Cave","Shenandoah River Middle Branch","South Fork Shenandoah","VA","15","","","Private","","Concrete","","","","11/10/2017","",""
"1330","VA-016","","Woolen Mills Dam","Originally built to provide water power to a mill and as part of a series of dams and locks, the Woolen Mills Dam was removed in August 2007 as part of an effort by the local community and state of Virginia to remove an aging dam and restore access to more than 16 miles of spawning habitat for migratory fish such as American shad.  ","2007",38.02076,-78.4544,"Charlottesville","Rivanna River","Rivanna","VA","","Removed ~ 195 out of 270 feet of structure, leaving short sections of block on both sides of the river for historic interpretation","1830","","Originally provided water power to a factory that made Union uniforms.","Concrete w/timber fill","","","16","11/10/2017","",""
"1331","VA-017","","Quinn Dam","The VA Department of Game and Inland Fisheries partnered with the owners of the dam, the adjacent landowners, Virginia Organizing Project, American Rivers, NOAA and dedicated volunteers to remove this dilapidated dam from the Tye River near Rt. 29. ","2007",37.65398,-78.9599,"Amherst/Nelson County line","Tye River","Middle James-Buffalo","VA","","","","Privately owned","","Concrete","","","20","11/10/2017","",""
"1332","VA-018","","Wasena Park Dam","","2009",37.26655,-79.964,"Wasena Park","Roanoke River","Upper Roanoke","VA","5","","","","","Concrete/Culverts inside","","","5","11/10/2017","",""
"1333","VA-019","","Riverton Dam","","2010",38.94924,-78.1984,"Front Royal","North Fork Shenandoah","North Fork Shenandoah","VA","8","175","1906","Town of Front Royal","Hydropower","Concrete ","","","1.5 miles impounded restored to natural riverine; fish passage: 6 unimpeded mainstem; 49 mainstem including low-head, potentially passable dams and 46 unimpeded significant tributary","11/10/2017","",""
"1334","VA-020","VA03902","Lake Charles Dam","","2010",37.32738,-77.2033,"Charles City","Kimages Creek","Lower James","VA","","","","","","","","","3","11/10/2017","",""
"1335","VA-021","","Ramworks Dam","","2011",38.06007,-78.8991,"Waynesboro","South River","South Fork Shenandoah","VA","10","","1907","","Power for a foundry","Concrete","","","","11/10/2017","",""
"1336","VA-022","","Cumberland Marsh Dam","","2011",37.54571,-76.9866,"New Kent","Pamunkey River","Pamunkey","VA","","","","The Nature Conservancy","","Earthen","","","0.3","11/10/2017","",""
"1337","VA-023","","Brantley Dam","","2011",36.57701,-79.3777,"Danville","Dan River","Lower Dan","VA","5","500","","City of Danville","","Concrete","","","1.74","11/10/2017","",""
"1338","VA-024","","Veteran's Memorial Park Dam  ","This structure became obsolete in 1981 when a new water treatment plant was built.  ","2012",36.98459,-79.8881,"Pigg River, Town of Rocky Mount, Franklin County, VA","Pigg River","Upper Roanoke","VA","6","80","1920s","Town of Rocky Mount","Municipal water supply","Concrete","","","","11/10/2017","",""
"1339","VA-025","","Mossy Creek Dam ","In August 2013, Trout Unlimited and the Fish and Wildlife Service removed a relic dam from Mossy Creek in August County, Virginia. Mossy Creek had been dammed in this location since the 1700’s, and the existing dam had been bypassed by Mossy Creek. ","2013",38.35811,-79.0304,"Mossy Creek, Augusta County","Mossy Creek","South Fork Shenandoah","VA","13","","1920 (crib dam may date to 1904 and earlier dams date to 1700's)","Augusta Milling Company","","Concrete Gravity/Timber crib","","","5.4 mainstem","11/10/2017","",""
"1340","VA-026","","Harvell Dam","This project resulted in successfully removing Harvell Dam, which was the first blockage on the Appomattox River, restoring  over 1/2 mile of river to its original form and function where the pool existed resulting in aquatic connectivity for all aquatic species.  Removal provided permanent fish passage at this site.  240' of the 400' spillway was removed, functionally eliminating the barrier.","2014",37.23356,-77.4131,"Petersburg","Appomattox River","Appomattox","VA","9","240 ft of 400 ft dam removed","1890","Harvell Dam Corporation (multiple owners over time)","Mills & navigation (originally) then hydropower","Concrete","","","126.5","11/10/2017","",""
"1341","VA-027","","Fletchers Mill Dam","","2010",38.65807,-78.2265,"Sperryville","Thornton River","Rapidan-Upper Rappahannock","VA","4","100","","","","","","","","11/10/2017","",""
"1342","VA-028","","DuPont Dam","","2011",38.05984,-78.8995,"Waynesboro","South River","South Fork Shenandoah","VA","","","","","","","","","","11/10/2017","",""
"1343","VA-029","","Poclain Dam","","1997",38.254108,-77.431733,"Fredericksburg","Tributary of Rapphannock River","Lower Rappahannock","VA","2","","","","","","","","","11/10/2017","",""
"1344","VA-030","","Ashton Dam #1","","2008",38.313644,-77.675316,"Spotsylvania Courthouse","Tributary of Hunting Run","Rapidan-Upper Rappahannock","VA","25","","","","","","","","","11/10/2017","",""
"1345","VA-031","","Ashton Dam #2","","2008",38.31468,-77.676796,"Spotsylvania Courthouse","Tributary of Hunting Run","Rapidan-Upper Rappahannock","VA","4","","","","","","","","","11/10/2017","",""
"1346","VA-032","","Marion Ice Plant Dam","","2015",36.831,-81.528,"Marion / Smyth","Middle Fork Holston","South Fork Holston","VA","12","95","","Private","","Rock /concrete","","","15","11/10/2017","",""
"1347","VA-033","","Monumental Mills Dam","","2016",38.6013,-78.0076,"Rixeyville/Culpeper County","Hazel River","Lower Potomac","VA","10","140","Possibly as early as 1816","Commonwealth of VA at time of removal; multiple previous owners ","Original use was mill, then hydropower (circa 1930 to 1950), then obsolete (delapidated condition)","Stone/mortar","","","28 miles of Hazel River; 285 Upstream Functional Network miles","11/10/2017","",""
"1348","VA-034","","Power Dam","One hundred and forty feet of the upper 8.5 ft of concrete across the Power Dam was removed to match adjacent floodplain elevations to restore flood capacity. Below this floodplain notch, the center section (95 ft or 48%) of the dam was removed to restore river flow. This breach matches the stable channel dimension for this reach. A 50 ft section of dam on the north side remains undisturbed to preserve and protect the power house and relict dam section. A portion of the south section also remains undisturbed. The project will restore 2.2 miles of aquatic instream habitat impounded upstream of Power Dam for the logperch. Another mile upstream of the impoundment above Power Dam and 5 miles downstream of the dam will be improved by increased complexity of instream habitat, vegetation, and competency to transport sediment. The project will also improve the remaining 45-mile river segment downstream to Leesville Lake for the logperch through changes in channel habitat, stability, and complexity by restoring continuity to the headwaters.","2016",36.99548,-79.85991,"Franklin County","Pigg River","Upper Roanoke","VA","25","204","1915","Friends of the Rivers of Virginia (FORVA) purchased for purposes of removal","Hydropower","Concrete gravity","","","2.2","11/10/2017","",""
"1349","VA-035","","Hightop Mountain Dam","","2006",38.31355,-78.55956,"Stanardville","Haneytown Creek","Rivanna","VA","","","","","","","","","","11/10/2017","",""
"1350","VA-036","","Passage Creek Dam","","2017",38.705778,-78.565489,"Page County","Passage Creek","North Fork Shenandoah","VA","4.5","20","1971","U.S. Forest Service","Interpretive site","Concrete","2","4","","2/5/2019","",""
"1351","VA-037","","Moores Creek Dam","","2017",38.01495,-78.51905,"City of Charlottesville","Moores Creek","Rivanna ","VA","5","40","1921","City of Charlottesville","Water supply for swimming pool","Stone and mortar","22.3","5,455.12","","2/5/2019","",""
"1352","VT-002","","Lyndon State College Lower Dam","","",44.53683,-72.0238,"Caldonia","Tributary to Passumpsic River","Passumpsic","VT","","","","","","","","","","11/10/2017","",""
"1353","VT-003","","Red Mill Dam","","1974",43.10555,-73.2584,"Arlington","Batten Kill River","Hudson-Hoosic","VT","","","","","","","","","","11/10/2017","",""
"1354","VT-004","","Lower Eddy Pond Dam","","1981",43.59193,-72.9626,"Rutland","Mussey Brook","Otter Creek","VT","20","","","","","","","","","11/10/2017","",""
"1355","VT-005","VT00165","Youngs Brook Dam","","1995",43.57224,-73.0517,"West Rutland","Youngs Brook","Otter Creek","VT","46","","","","","","","","","11/10/2017","",""
"1356","VT-006","","Newport No. 11 Dam","","1996",44.93622,-72.1832,"Newport","Clyde River","St. Francois River","VT","19","90","1956","","","","","","","11/10/2017","",""
"1357","VT-007","","Groton Dam (Sanville Dam)","","1998",44.21009,-72.1979,"Groton","Wells River","Waits","VT","5","","","","","","","","","11/10/2017","",""
"1358","VT-008","VT00358","Johnson State Dam","The spillway of this dam failed and the cost of repair was greater than the cost of removal, so the dam removed in October 2003.  There was ongoing stream restoration work at the site.  ","2003",44.64417,-72.6744,"Johnson","Tributary to the LaMoille River","Lamoille River","VT","30","","","Johnson State College","Aesthetic","Earthen","","","","11/10/2017","",""
"1359","VT-009","","Hillside Farm Dam","","2003",43.78463,-72.27051,"Norwich","Tributary to the Ompompanoosuc River","","VT","18","","","","","","","","","11/10/2017","",""
"1360","VT-010","","Pinney Hollow Brook Dam","Because this dam was on the National Register of Historic Places and part of the Coolidge State Park Historic District, remnants of the dam were left in place as 'stable ruins' and interpretive signage was erected.  ","2007",43.55346,-72.7076,"Plymouth","Pinney Hollow Brook","Black-Ottauquechee","VT","12","67","1933","Coolidge State Park","Swimming","Concrete","","","","11/10/2017","",""
"1361","VT-011","","Cox Brook Dam","The Vermont Department of Fish and Wildlife identified the Cox Brook Dam as a source of declining rainbow trout populations above the impoundment. Removing Cox Brook Dam will aid one of only three natural trout streams in Vermont. ","2008",44.17379,-72.6546,"Northfield Falls","Cox Brook","Winooski River","VT","10","93","1932","Private","Built to provide students at Norwich University with practical experience in engineering and hydraulics","Concrete","","","","11/10/2017","",""
"1362","VT-012","","Stevensville Brook Dam","","2008",44.5066,-72.8669,"Underhill","Stevensville Brook","Lamoille River","VT","10","36","1930","Private","Swimming","Concrete","","","","11/10/2017","",""
"1363","VT-013","","Zebedee Wetland Dam","","2010",43.8231,-72.2236,"Thetford","Zebedee Brook","Upper Connecticut-Mascoma","VT","4","100","1960s","Upper Valley Land Trust","Water supply","Earthen","","","","11/10/2017","",""
